mail,Spam
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Consiga el nuevo perfume de Dior totalmente gratis participando en seguridad-banca.com,1
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Reclama tu tarjeta regalo de Zara de 500 euros antes de que caduque.,1
¿Quedamos en la puerta del metro a las 15:15 para ir al concierto?,0
Hola Pedro; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Consigue el nuevo Samsung Galaxy S24 Ultra por solo 1 euro participando aquí.,1
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Tu factura de HBO Max de este mes ya está disponible para descargar.,0
Tu factura de Prime Video de este mes ya está disponible para descargar.,0
Confirmación de envío: Su paquete de IKEA llegará mañana entre las 9 y las 14h.,0
El pedido de papelería para la oficina ya ha llegado. Está en recepción.,0
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
Te adjunto el ticket de compra por si tienes que cambiar algo en la tienda.,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
¿Tienes un momento para una llamada rápida? Es sobre el tema de Sigma.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en t.co/promo,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #9128.,0
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Gana una cena para dos en un restaurante estrella Michelin de tu ciudad.,1
Invierta en el nuevo mercado de Bitcoin antes de que suba de precio.,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale premios-ya.org/click,1
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Confirmación de tu reserva en el restaurante para el martes a las 10:15.,0
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de ING.,1
¿A qué hora quedamos mañana para ir a la universidad?,0
Oferta de préstamo personal sin intereses para nuevos clientes en shrt.url/xyz,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Gana dinero probando videojuegos desde casa. Regístrate en t.co/promo,1
Su préstamo de 1.200 ha sido pre-aprobado. Solicítelo ya en t.co/promo,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en shrt.url/xyz,1
Tu reserva de hotel en Perú ha sido confirmada con éxito.,0
Descubra el secreto para ganar la lotería nacional cada semana.,1
Oferta de préstamo personal sin intereses para nuevos clientes en t.co/promo,1
La reunión con los inversores ha ido muy bien. Luego te cuento los detalles.,0
¿Quedamos en la puerta del metro a las 16:15 para ir al concierto?,0
Atención: Se ha detectado un virus en su dispositivo móvil. Instale verificar-cuenta.net,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Gracias por tu compra en Amazon. Tu pedido #12030 ya está de camino.,0
Confirmación de transferencia de 100 pendiente. Ver detalles: seguridad-banca.com,1
Hola Roberto; ¿confirmamos la reunión para el próximo jueves a las 16:30?,0
Solicitud de amistad pendiente de una persona que conoces en verificar-cuenta.net,1
Hola Javier; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #52516.,0
La presentación del proyecto Ventas 2024 ha sido pospuesta para la semana que viene.,0
Hola; ¿sabes dónde puedo encontrar el archivo de los clientes antiguos?,0
Obtenga un cupón de 50€ para gastar en Decathlon por su fidelidad.,1
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Te adjunto la factura de la comida de empresa para que la pases a contabilidad.,0
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Aviso de embargo: Tienes una deuda pendiente con Abanca. Paga ahora: seguridad-banca.com,1
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
¿Quedamos en la puerta del metro a las 12:15 para ir al concierto?,0
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en t.co/promo,1
Tu cita para renovar el DNI es el martes a las 13:45 en la comisaría.,0
Consiga el nuevo perfume de Dior totalmente gratis participando en t.co/promo,1
Gana un viaje todo incluido a Chile respondiendo esta encuesta de 1 minuto.,1
Tu cita para la revisión del gas es el próximo próximo lunes por la mañana.,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Adjunto el informe de gastos del viaje a Colombia para su revisión.,0
Aviso de embargo: Tienes una deuda pendiente con CaixaBank. Paga ahora: t.co/promo,1
Confirmación de cancelación: Tu suscripción a HBO Max ha finalizado.,0
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Confirmación de cancelación: Tu suscripción a Netflix ha finalizado.,0
¿Me confirmas tu dirección actual para enviarte la invitación por correo?,0
Hola Juan; ¿confirmamos la reunión para el próximo viernes a las 14:00?,0
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #55967.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
He reservado las entradas para el cine del domingo. Nos vemos allí.,0
Hola María; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Tu cita para la revisión del gas es el próximo lunes por la mañana.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 100 semanales.,1
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
Confirmación de suscripción: Bienvenido al boletín de noticias de Decathlon.,0
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Ayuda humanitaria: Donación de 5.000 euros a su nombre. Responda a este mail.,1
Confirmación de envío: Su paquete de El Corte Inglés llegará mañana entre las 9 y las 14h.,0
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Se ha realizado una compra de 100 en IKEA con su tarjeta. ¿No fue usted?,1
El equipo de IT estará haciendo mantenimiento del servidor este viernes de madrugada.,0
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Su préstamo de 500 ha sido pre-aprobado. Solicítelo ya en bit.ly/secure-auth,1
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Te envié las fotos que me pediste aquí: bit.ly/secure-auth (Contenido solo para adultos),1
¿A qué hora pasa el autobús para ir al centro comercial?,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
La presentación del proyecto Sigma ha sido pospuesta para la semana que viene.,0
Reclama tu tarjeta regalo de Zara de 500 euros antes de que caduque.,1
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Confirmación de suscripción: Bienvenido al boletín de noticias de Decathlon.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
La entrega de premios será en el auditorio el martes por la tarde.,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en verificar-cuenta.net,1
Adjunto el informe de gastos del viaje a Chile para su revisión.,0
¿Me confirmas tu dirección actual para enviarte la invitación por correo?,0
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #99241.,0
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
¿Tienes un momento para una llamada rápida? Es sobre el tema de Sigma.,0
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Gana un viaje todo incluido a Colombia respondiendo esta encuesta de 1 minuto.,1
Vea quién está espiando su perfil de Facebook entrando en premios-ya.org/click,1
¡Bomba! La noticia que Unicaja no quiere que sepas sobre cómo ahorrar.,1
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
¿Quedamos en la puerta del metro a las 15:30 para ir al concierto?,0
Hola Ana; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Consigue licencias de Windows y Office por menos de 5 euros en bit.ly/secure-auth,1
Hola Elena; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Recibe 5.000 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Descarga la nueva actualización crítica de seguridad para tu PC en shrt.url/xyz,1
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: shrt.url/xyz,1
Consiga una suscripción de por vida a Netflix por un pago único de 10€.,1
Hola María; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en premios-ya.org/click,1
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Tu pedido de Amazon ha sido cancelado. Solicita el reembolso en bit.ly/secure-auth,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en seguridad-banca.com,1
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Hola Javier; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Se ha realizado una compra de 45.000 en El Corte Inglés con su tarjeta. ¿No fue usted?,1
Tu paquete de IKEA está retenido. Paga las tasas de aduana aquí: shrt.url/xyz,1
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Recordatorio de cita: Peluquería el viernes a las 11:15.,0
Recordatorio: Tienes una clase particular de música el jueves a las 13:15.,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Aumenta tus seguidores en redes sociales de forma orgánica y rápida con shrt.url/xyz,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
¿Podemos mover la reunión de las 18:00 a una hora más tarde?,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en verificar-cuenta.net,1
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Consiga el nuevo perfume de Dior totalmente gratis participando en verificar-cuenta.net,1
Confirmación de tu reserva en el restaurante para el viernes a las 19:30.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en shrt.url/xyz,1
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
Te envío la captura de pantalla con el error que me sale en la web.,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Hola Elena; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
El profesor ha subido una nueva nota al portal de la universidad.,0
Tu suscripción a Spotify se ha renovado correctamente. Gracias por tu confianza.,0
Hola Javier; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Se ha detectado un inicio de sesión sospechoso en su cuenta de BBVA.,1
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Hola Lucía; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Atención: Se ha detectado un virus en su dispositivo móvil. Instale shrt.url/xyz,1
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Tu mascota puede ser la imagen de nuestra nueva campaña de Amazon.,1
Gana dinero probando videojuegos desde casa. Regístrate en seguridad-banca.com,1
Compra seguidores reales para TikTok e Instagram al mejor precio en verificar-cuenta.net,1
Te envío la captura de pantalla con el error que me sale en la web.,0
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Te envío la captura de pantalla con el error que me sale en la web.,0
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en seguridad-banca.com,1
Tu suscripción a iCloud ha fallado. Actualiza tu método de pago: seguridad-banca.com,1
Hola María; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Confirmación de suscripción: Bienvenido al boletín de noticias de El Corte Inglés.,0
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
Gana 500 extra al mes vendiendo productos de belleza desde tu móvil.,1
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
Invierta en oro y plata de forma segura con nuestra plataforma en seguridad-banca.com,1
Aumenta tus seguidores en redes sociales de forma orgánica y rápida con verificar-cuenta.net,1
Gana 5.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Adjunto envío el reporte de ventas correspondiente al mes de diciembre.,0
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: shrt.url/xyz,1
Confirmación de transferencia de 2.500 pendiente. Ver detalles: seguridad-banca.com,1
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Disney+.,1
Confirmación de suscripción: Bienvenido al boletín de noticias de IKEA.,0
Aprende a ganar en la ruleta con este truco matemático infalible.,1
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
Descarga la nueva actualización crítica de seguridad para tu PC en seguridad-banca.com,1
Confirmación de tu reserva en el restaurante para el miércoles a las 15:00.,0
Felicidades; eres el visitante número un millón. Reclama tu premio aquí.,1
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Hola Elena; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Hola Ana; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en seguridad-banca.com,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Hola María; ¿puedes traer el cargador del portátil mañana a la oficina?,0
Confirmación de suscripción: Bienvenido al boletín de noticias de El Corte Inglés.,0
Hola; ¿sabes dónde puedo encontrar el archivo de los clientes antiguos?,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
Reclama tu tarjeta regalo de IKEA de 500 euros antes de que caduque.,1
Tu factura de iCloud está vencida. Evita el corte del servicio aquí: verificar-cuenta.net,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en premios-ya.org/click,1
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
El profesor ha subido una nueva nota al portal de la universidad.,0
Gana un viaje todo incluido a México respondiendo esta encuesta de 1 minuto.,1
¿Me confirmas si recibiste el paquete que te envié la semana pasada?,0
Recibe una tarjeta de combustible de 100€ por ser cliente de ING.,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
La entrega de premios será en el auditorio el martes por la tarde.,0
Oferta de préstamo personal sin intereses para nuevos clientes en verificar-cuenta.net,1
Recibe una tarjeta de combustible de 100€ por ser cliente de CaixaBank.,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en verificar-cuenta.net,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Gana dinero probando videojuegos desde casa. Regístrate en verificar-cuenta.net,1
Confirmación de vuelo: Tu check-in para el viaje a Perú ya está abierto.,0
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
Tu cita para la revisión del gas es el próximo lunes por la mañana.,0
Has sido mencionado en una publicación. Haz clic para ver el comentario.,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
Hola Ana; ¿has podido revisar el presupuesto que te mandé?,0
Tu cita para la revisión del gas es el próximo próximo lunes por la mañana.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en seguridad-banca.com,1
¿Me podrías ayudar a configurar el nuevo router este fin de semana?,0
Reciba muestras gratuitas de productos Zara en su domicilio hoy mismo.,1
Su acceso a la banca online de Banco Sabadell ha sido deshabilitado. Entre en premios-ya.org/click,1
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Recibe 45.000 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Hola Lucía; ¿sabes a qué hora abre la biblioteca hoy?,0
Tu pedido de IKEA ya está disponible para recoger en la tienda física.,0
Su paquete ha sido entregado en un punto de recogida. Ver dirección: t.co/promo,1
Hola Ana; ¿confirmamos la reunión para el próximo martes a las 11:15?,0
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: t.co/promo,1
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en t.co/promo,1
Hola Elena; te envío los apuntes que me pediste de la clase de ayer.,0
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en premios-ya.org/click,1
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Hola Roberto; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en bit.ly/secure-auth,1
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Consiga una suscripción de por vida a Disney+ por un pago único de 10€.,1
Hola mamá; ya hemos llegado al hotel. Todo está perfecto. Besos.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en verificar-cuenta.net,1
Su paquete ha sido entregado en un punto de recogida. Ver dirección: shrt.url/xyz,1
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
Confirmación de cita: Masaje relajante el jueves a las 12:30.,0
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Confirmación de cancelación: Tu suscripción a iCloud ha finalizado.,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Tu cita para la revisión del gas es el próximo viernes por la mañana.,0
Consigue el nuevo Samsung Galaxy S24 Ultra por solo 1 euro participando aquí.,1
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en seguridad-banca.com,1
Aviso de embargo: Tienes una deuda pendiente con BBVA. Paga ahora: premios-ya.org/click,1
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Tu suscripción a HBO Max se ha renovado correctamente. Gracias por tu confianza.,0
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
La entrega de premios será en el auditorio el jueves por la tarde.,0
Solicitud de amistad pendiente de una persona que conoces en bit.ly/secure-auth,1
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Te envío el menú para la boda de mi hermana. Elige un plato principal.,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
El equipo de IT estará haciendo mantenimiento del servidor este martes de madrugada.,0
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Tu mascota puede ser la imagen de nuestra nueva campaña de AliExpress.,1
Nuevo mensaje de tu banco: Tienes un aviso importante en tu buzón virtual.,1
Recordatorio de cita: Peluquería el jueves a las 13:15.,0
Su acceso a la banca online de Unicaja ha sido deshabilitado. Entre en verificar-cuenta.net,1
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Hola Juan; espero que estés mejor de tu resfriado. Recupérate pronto.,0
Hola Juan; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Te han dejado un mensaje de voz importante. Escúchalo aquí: seguridad-banca.com,1
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
La presentación del proyecto Beta ha sido pospuesta para la semana que viene.,0
Recibe 15.000 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en t.co/promo,1
Tu paquete de IKEA está retenido. Paga las tasas de aduana aquí: shrt.url/xyz,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Hola Ana; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Aprende a ganar en la ruleta con este truco matemático infalible.,1
Vea quién está espiando su perfil de Facebook entrando en verificar-cuenta.net,1
Te adjunto el manual de usuario del nuevo software que vamos a implementar.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 1.200 semanales.,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
La clase de inglés se ha cancelado por enfermedad del profesor.,0
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Tu paquete de AliExpress está retenido. Paga las tasas de aduana aquí: premios-ya.org/click,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en shrt.url/xyz,1
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale t.co/promo,1
¿A qué hora quedamos mañana para ir a la universidad?,0
Recordatorio de cita: Peluquería el jueves a las 15:15.,0
Invierta en el nuevo mercado de Bitcoin antes de que suba de precio.,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en shrt.url/xyz,1
Adjunto envío el reporte de ventas correspondiente al mes de septiembre.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en seguridad-banca.com,1
Confirmación de vuelo: Tu check-in para el viaje a Perú ya está abierto.,0
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Hola Carlos; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en premios-ya.org/click,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en t.co/promo,1
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
Gana dinero probando videojuegos desde casa. Regístrate en verificar-cuenta.net,1
Hola María; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Usted tiene una herencia sin reclamar de un pariente en Colombia.,1
Hola Roberto; ¿confirmamos la reunión para el próximo miércoles a las 12:15?,0
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
Hola Roberto; espero que estés mejor de tu resfriado. Recupérate pronto.,0
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Gana 2.500 extra al mes vendiendo productos de belleza desde tu móvil.,1
La entrega de premios será en el auditorio el jueves por la tarde.,0
Gracias por tu compra en Mercado Libre. Tu pedido #78968 ya está de camino.,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Tu suscripción a Netflix se ha renovado correctamente. Gracias por tu confianza.,0
Recordatorio: Tienes una clase particular de música el lunes a las 15:15.,0
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
Hola Pedro; ¿sabes a qué hora abre la biblioteca hoy?,0
Se ha detectado un inicio de sesión sospechoso en su cuenta de Bankinter.,1
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Hackers tienen tus videos privados. Paga en Bitcoin para evitar que se publiquen.,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Recordatorio de cita: Peluquería el viernes a las 13:15.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en shrt.url/xyz,1
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Gana dinero desde casa trabajando solo 2 horas al día. Detalles en bit.ly/secure-auth,1
Hola María; te adjunto la propuesta de colaboración que hablamos.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en shrt.url/xyz,1
Hola Juan; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Confirmación de suscripción: Bienvenido al boletín de noticias de Amazon.,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Te han enviado un archivo confidencial por WeTransfer. Descarga en shrt.url/xyz,1
Gana un viaje todo incluido a Perú respondiendo esta encuesta de 1 minuto.,1
Oferta de empleo: Buscamos asistente remoto. Sueldo de 1.200 semanales.,1
Atención: Se ha detectado un virus en su dispositivo móvil. Instale shrt.url/xyz,1
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en seguridad-banca.com,1
Descarga la nueva actualización crítica de seguridad para tu PC en premios-ya.org/click,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
Oportunidad única: Invierte en Bitcoin y multiplica tu capital hoy mismo.,1
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Hola Pedro; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Hola Carlos; espero que estés mejor de tu resfriado. Recupérate pronto.,0
Consigue el carnet de conducir sin examen práctico. Escríbenos ya.,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
La presentación del proyecto Alpha ha sido pospuesta para la semana que viene.,0
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
¡Bingo! Tienes un bono de bienvenida de 5.000 para jugar en el casino online.,1
Confirmación de cancelación: Tu suscripción a iCloud ha finalizado.,0
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
Confirmación de transferencia de 2.500 pendiente. Ver detalles: bit.ly/secure-auth,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
